0	0.00322575983153368	0.00161287991576684
0.02	0.0370962380626373	0.0370962380626373
0.04	0.0758053560410415	0.0725795962095078
0.061	0.112901594103679	0.099998554777544
0.081	0.149997832166316	0.124191753514047
0.101	0.187094070228953	0.145159192419016
0.122	0.224190308291591	0.161287991576684
0.142	0.262899426269995	0.174191030902819
0.162	0.299995664332632	0.182255430481653
0.182	0.338704782311036	0.187094070228953
0.203	0.37741390028944	0.18870695014472
0.223	0.414510138352078	0.182255430481653
0.243	0.451606376414715	0.174191030902819
0.264	0.488702614477352	0.161287991576684
0.284	0.52579885253999	0.145159192419016
0.304	0.564507970518394	0.124191753514047
0.324	0.601604208581031	0.099998554777544
0.345	0.637087566727902	0.0693538363779741
0.365	0.674183804790539	0.0370962380626373
0.385	0.711280042853176	0.00161287991576684
0.406	0.746763401000047	-0.040321997894171
0.426	0.782246759146917	-0.0822568757041088
